geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0104004	cellular response to environmental stimulus	http://amigo.geneontology.org/amigo/term/GO:0104004	320	6	0.23769329461813762	25.242613636363636	4.097645178724463e-8	2.3695532325174185e-5	472;1958;2033;4609;5978;7157	MYC;TP53;EGR1;ATM;REST;EP300
GO:0070482	response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0070482	337	6	0.2503207508947262	23.969247369840836	5.57541937062922e-8	2.3695532325174185e-5	472;1958;2033;4609;5978;7157	MYC;TP53;EGR1;ATM;REST;EP300
GO:0009314	response to radiation	http://amigo.geneontology.org/amigo/term/GO:0009314	443	6	0.32905665473698426	18.23394213010466	2.818282635042024e-7	7.985134132619068e-5	472;1958;2033;3727;4609;7157	MYC;TP53;JUND;EGR1;ATM;EP300
GO:1903706	regulation of hemopoiesis	http://amigo.geneontology.org/amigo/term/GO:1903706	389	5	0.28894591127017355	17.30427670016359	4.942955376563418e-6	0.0010503780175197264	2033;4609;6772;6774;6938	STAT3;MYC;STAT1;TCF12;EP300
GO:0007219	Notch signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007219	185	4	0.1374164359511108	29.10859950859951	7.265266577460849e-6	0.0012350953181683444	2033;4609;6772;6774	STAT3;MYC;STAT1;EP300
GO:1901652	response to peptide	http://amigo.geneontology.org/amigo/term/GO:1901652	487	5	0.3617394827469782	13.82210192271794	1.4772846580024535e-5	0.0019322893809181618	1958;3727;6772;6774;7157	STAT3;STAT1;TP53;JUND;EGR1
GO:0002521	leukocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0002521	496	5	0.36842460665811333	13.571297653958943	1.614502593572098e-5	0.0019322893809181618	472;1958;2033;4609;6774	STAT3;MYC;EGR1;ATM;EP300
GO:0007050	cell cycle arrest	http://amigo.geneontology.org/amigo/term/GO:0007050	240	4	0.17826997096360322	22.437878787878788	2.030303663991262e-5	0.0019322893809181618	472;2033;4609;7157	MYC;TP53;ATM;EP300
GO:0043620	regulation of DNA-templated transcription in response to stress	http://amigo.geneontology.org/amigo/term/GO:0043620	78	3	0.057937740563171046	51.77972027972028	2.2499780264806368e-5	0.0019322893809181618	1958;2033;7157	TP53;EGR1;EP300
GO:0044843	cell cycle G1/S phase transition	http://amigo.geneontology.org/amigo/term/GO:0044843	247	4	0.18346951178337498	21.801987486198012	2.273281624609602e-5	0.0019322893809181618	472;2033;4609;7157	MYC;TP53;ATM;EP300
