geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0007219	Notch signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007219	185	3	0.1499088392193936	20.012162162162163	3.88378429665881e-4	0.12420441301614349	3280;4609;6772	MYC;STAT1;HES1
GO:0016458	gene silencing	http://amigo.geneontology.org/amigo/term/GO:0016458	202	3	0.16368424606658113	18.327970297029704	5.023546694530312e-4	0.12420441301614349	4152;9869;53615	MBD3;SETDB1;MBD1
GO:2000027	regulation of animal organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:2000027	207	3	0.16773583631575392	17.885265700483092	5.395474707584613e-4	0.12420441301614349	3280;4609;6772	MYC;STAT1;HES1
GO:0010463	mesenchymal cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0010463	45	2	0.036464312242555204	54.84814814814815	5.84491355370087e-4	0.12420441301614349	4609;6772	MYC;STAT1
GO:0007050	cell cycle arrest	http://amigo.geneontology.org/amigo/term/GO:0007050	240	3	0.1944763319602944	15.426041666666668	8.299576888659566e-4	0.1299344425879407	1874;4609;26959	HBP1;MYC;E2F4
GO:0040029	regulation of gene expression, epigenetic	http://amigo.geneontology.org/amigo/term/GO:0040029	258	3	0.2090620568573165	14.349806201550388	0.001023476470136786	0.1299344425879407	4152;9869;53615	MBD3;SETDB1;MBD1
GO:0060485	mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0060485	262	3	0.21230332905665475	14.130725190839694	0.0010700483507242176	0.1299344425879407	3280;4609;6772	MYC;STAT1;HES1
GO:0001655	urogenital system development	http://amigo.geneontology.org/amigo/term/GO:0001655	326	3	0.26416368424606657	11.356595092024541	0.002006206865801996	0.19450248749150714	3280;4609;6772	MYC;STAT1;HES1
GO:0033044	regulation of chromosome organization	http://amigo.geneontology.org/amigo/term/GO:0033044	329	3	0.26659463839557024	11.253039513677813	0.002059438102851252	0.19450248749150714	4609;7756;9869	MYC;SETDB1;ZNF207
GO:0032259	methylation	http://amigo.geneontology.org/amigo/term/GO:0032259	346	3	0.28037004524275777	10.70014450867052	0.002377895141658537	0.20212108704097564	4609;9869;53615	MBD3;MYC;SETDB1
