geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0072331	signal transduction by p53 class mediator	http://amigo.geneontology.org/amigo/term/GO:0072331	218	6	0.4269025592545074	14.054729515975957	3.4001862974086805e-6	0.0016953405986933992	207;1027;1869;2033;7027;7157	E2F1;EP300;TFDP1;AKT1;CDKN1B;TP53
GO:0042770	signal transduction in response to DNA damage	http://amigo.geneontology.org/amigo/term/GO:0042770	131	5	0.25653318927679114	19.490655435640956	5.024248855622915e-6	0.0016953405986933992	1027;1869;2033;7027;7157	E2F1;EP300;TFDP1;CDKN1B;TP53
GO:0045787	positive regulation of cell cycle	http://amigo.geneontology.org/amigo/term/GO:0045787	374	7	0.7323924640421365	9.557717130739443	5.9835550542119975e-6	0.0016953405986933992	387;1027;1869;2033;3169;7027;7157	E2F1;EP300;TFDP1;CDKN1B;FOXA1;RHOA;TP53
GO:0043254	regulation of protein complex assembly	http://amigo.geneontology.org/amigo/term/GO:0043254	447	7	0.8753460733337834	7.996837151893852	1.910466481502837e-5	0.004059741273193529	387;1027;2033;3312;5701;5881;7157	PSMC2;EP300;CDKN1B;RHOA;HSPA8;TP53;RAC3
GO:0043276	anoikis	http://amigo.geneontology.org/amigo/term/GO:0043276	34	3	0.06658113309473969	45.0578093306288	3.87871817055796e-5	0.005742176243776301	207;1869;7027	E2F1;TFDP1;AKT1
GO:0070482	response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0070482	337	6	0.6599365250860962	9.091783485112044	4.0533008779597424e-5	0.005742176243776301	207;387;1027;1869;2033;7157	E2F1;EP300;AKT1;CDKN1B;RHOA;TP53
GO:0000075	cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0000075	216	5	0.42298602201364033	11.820721583652618	5.626251940293869e-5	0.0068318773560711275	1027;1869;2033;7027;7157	E2F1;EP300;TFDP1;CDKN1B;TP53
GO:0008637	apoptotic mitochondrial changes	http://amigo.geneontology.org/amigo/term/GO:0008637	116	4	0.22715915997028832	17.60879904875149	7.297005458184458e-5	0.0077530682993209865	207;1869;7027;7157	E2F1;TFDP1;AKT1;TP53
GO:0007050	cell cycle arrest	http://amigo.geneontology.org/amigo/term/GO:0007050	240	5	0.4699844689040448	10.638649425287356	9.266132419116779e-5	0.008751347284721402	1027;1869;2033;7027;7157	E2F1;EP300;TFDP1;CDKN1B;TP53
GO:0044843	cell cycle G1/S phase transition	http://amigo.geneontology.org/amigo/term/GO:0044843	247	5	0.48369234924707943	10.33714923914561	1.0610100364327746e-4	0.009018585309678584	1027;1869;2033;7027;7157	E2F1;EP300;TFDP1;CDKN1B;TP53
