geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0043588	skin development	http://amigo.geneontology.org/amigo/term/GO:0043588	409	5	0.2209467215882234	22.62988997555012	8.200838712557612e-7	5.906316596249184e-4	3854;147183;196374;338785;342574	KRT79;KRT78;KRT25;KRT6B;KRT27
GO:0008544	epidermis development	http://amigo.geneontology.org/amigo/term/GO:0008544	455	5	0.24579647511648323	20.342032967032967	1.3897215520586315e-6	5.906316596249184e-4	3854;147183;196374;338785;342574	KRT79;KRT78;KRT25;KRT6B;KRT27
GO:0002009	morphogenesis of an epithelium	http://amigo.geneontology.org/amigo/term/GO:0002009	480	4	0.2593017759470592	15.426041666666666	6.87859154036019e-5	0.019489342697687206	2099;5241;147183;342574	PGR;KRT25;KRT27;ESR1
GO:0042303	molting cycle	http://amigo.geneontology.org/amigo/term/GO:0042303	113	2	0.06104395975420353	32.76327433628318	0.0015681801667841722	0.3332382854416366	147183;342574	KRT25;KRT27
GO:0001763	morphogenesis of a branching structure	http://amigo.geneontology.org/amigo/term/GO:0001763	196	2	0.10588155851171585	18.8890306122449	0.004630487716399068	0.6329146308429573	2099;5241	PGR;ESR1
GO:0002064	epithelial cell development	http://amigo.geneontology.org/amigo/term/GO:0002064	206	2	0.11128367884394626	17.972087378640776	0.005102463892268538	0.6329146308429573	2099;5241	PGR;ESR1
GO:0044706	multi-multicellular organism process	http://amigo.geneontology.org/amigo/term/GO:0044706	218	2	0.11776622324262273	16.982798165137613	0.00569720970782206	0.6329146308429573	2099;5241	PGR;ESR1
GO:0006352	DNA-templated transcription, initiation	http://amigo.geneontology.org/amigo/term/GO:0006352	231	2	0.12478897967452225	16.02705627705628	0.006376096352671556	0.6329146308429573	2099;5241	PGR;ESR1
GO:0009755	hormone-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0009755	237	2	0.1280302518738605	15.621308016877636	0.006701449032454843	0.6329146308429573	2099;5241	PGR;ESR1
GO:0007548	sex differentiation	http://amigo.geneontology.org/amigo/term/GO:0007548	266	2	0.14369640083732865	13.918233082706767	0.008379523012862378	0.6734615867957862	2099;5241	PGR;ESR1
