geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0048511	rhythmic process	http://amigo.geneontology.org/amigo/term/GO:0048511	279	11	1.0738739955432506	10.243287430044647	7.461141704467877e-9	6.341970448797696e-6	408;409;2033;2099;2113;5241;6667;7157;8841;9572;23411	NR1D1;ETS1;HDAC3;ARRB1;SIRT1;EP300;PGR;ARRB2;ESR1;TP53;SP1
GO:0021915	neural tube development	http://amigo.geneontology.org/amigo/term/GO:0021915	161	8	0.6196907286109797	12.909665468017872	1.7236396487874117e-7	4.638199356699069e-5	1855;3169;4851;5080;5566;5567;7040;9968	TGFB1;MED12;NOTCH1;FOXA1;PAX6;PRKACA;PRKACB;DVL1
GO:0048545	response to steroid hormone	http://amigo.geneontology.org/amigo/term/GO:0048545	388	11	1.4934161658450942	7.365662868511485	2.1677881667514498e-7	4.638199356699069e-5	409;2033;2099;3169;4851;5241;7040;8085;9572;9968;23411	NR1D1;TGFB1;SIRT1;MED12;EP300;PGR;NOTCH1;FOXA1;KMT2D;ARRB2;ESR1
GO:0002009	morphogenesis of an epithelium	http://amigo.geneontology.org/amigo/term/GO:0002009	480	12	1.8475251536227968	6.495175438596492	2.2003957622640513e-7	4.638199356699069e-5	409;1855;2099;3169;4851;5241;5566;5567;7040;9968;147183;342574	TGFB1;KRT25;MED12;KRT27;PGR;NOTCH1;FOXA1;ARRB2;ESR1;PRKACA;PRKACB;DVL1
GO:0009755	hormone-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0009755	237	9	0.912215544601256	9.866089273817455	2.728352562764158e-7	4.638199356699069e-5	409;2033;2099;3169;5241;8085;9572;9968;23411	NR1D1;SIRT1;MED12;EP300;PGR;FOXA1;KMT2D;ARRB2;ESR1
GO:0051098	regulation of binding	http://amigo.geneontology.org/amigo/term/GO:0051098	367	10	1.4125869403740967	7.079210287298628	1.1833763879920411e-6	1.5079966124391983e-4	408;409;1855;1869;2033;3662;4803;5080;5566;7040	TGFB1;NGF;IRF4;ARRB1;EP300;E2F1;ARRB2;PAX6;PRKACA;DVL1
GO:0030522	intracellular receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030522	284	9	1.0931190492268215	8.233320978502595	1.241879563185222e-6	1.5079966124391983e-4	409;2033;2099;3169;5241;8085;9572;9968;23411	NR1D1;SIRT1;MED12;EP300;PGR;FOXA1;KMT2D;ARRB2;ESR1
GO:0006352	DNA-templated transcription, initiation	http://amigo.geneontology.org/amigo/term/GO:0006352	231	8	0.889121480180971	8.997645629224577	2.656360485575604e-6	2.822383015924079e-4	2099;4851;5241;5431;5701;7157;9572;9968	NR1D1;MED12;PGR;NOTCH1;PSMC2;POLR2B;ESR1;TP53
GO:0007050	cell cycle arrest	http://amigo.geneontology.org/amigo/term/GO:0007050	240	8	0.9237625768113984	8.660233918128656	3.527958717164381e-6	3.331961010655249e-4	1869;2033;4851;5566;5934;7027;7040;7157	TGFB1;EP300;NOTCH1;E2F1;RBL2;PRKACA;TP53;TFDP1
GO:0031349	positive regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031349	427	10	1.6435275845769464	6.084473478778915	4.591653842700438e-6	3.9029057662953726e-4	409;2033;2099;2113;3662;4790;5566;5567;5568;9572	NR1D1;ETS1;IRF4;EP300;ARRB2;ESR1;PRKACA;PRKACG;NFKB1;PRKACB
