geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0006352	DNA-templated transcription, initiation	http://amigo.geneontology.org/amigo/term/GO:0006352	231	4	0.1404065644627541	28.48869648869649	6.839265216385115e-6	0.0034948226585063136	2099;2959;7157;55290	TP53;GTF2B;ESR1;BRF2
GO:0071824	protein-DNA complex subunit organization	http://amigo.geneontology.org/amigo/term/GO:0071824	242	4	0.14709259134193287	27.193755739210285	8.223112137661914e-6	0.0034948226585063136	2099;2959;7157;55290	TP53;GTF2B;ESR1;BRF2
GO:0043254	regulation of protein complex assembly	http://amigo.geneontology.org/amigo/term/GO:0043254	447	4	0.27169581954480987	14.722346507581408	9.152658284472537e-5	0.02593253180600552	472;2099;2959;7157	TP53;GTF2B;ESR1;ATM
GO:0007050	cell cycle arrest	http://amigo.geneontology.org/amigo/term/GO:0007050	240	3	0.14587695009117307	20.56527777777778	3.286516214545676e-4	0.062070611673061826	472;6657;7157	SOX2;TP53;ATM
GO:0031050	dsRNA processing	http://amigo.geneontology.org/amigo/term/GO:0031050	48	2	0.029175390018234618	68.55092592592592	3.651212451356578e-4	0.062070611673061826	2099;7157	TP53;ESR1
GO:0048144	fibroblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0048144	84	2	0.051056932531910584	39.17195767195767	0.0011156372172842488	0.1433452791318798	2099;7157	TP53;ESR1
GO:0050673	epithelial cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0050673	372	3	0.22610927264131828	13.267921146953405	0.0011804905340272454	0.1433452791318798	2099;4831;6657	SOX2;ESR1;NME2
GO:0006979	response to oxidative stress	http://amigo.geneontology.org/amigo/term/GO:0006979	431	3	0.26197068953873165	11.451662799690643	0.0018048987368957103	0.19018470122483533	4831;7157;55290	TP53;NME2;BRF2
GO:0016569	covalent chromatin modification	http://amigo.geneontology.org/amigo/term/GO:0016569	468	3	0.2844600526777875	10.546296296296298	0.002285809893998958	0.19018470122483533	472;2959;8202	NCOA3;GTF2B;ATM
GO:0032355	response to estradiol	http://amigo.geneontology.org/amigo/term/GO:0032355	126	2	0.07658539879786587	26.11463844797178	0.002487077496629908	0.19018470122483533	2099;8202	NCOA3;ESR1
