geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0043620	regulation of DNA-templated transcription in response to stress	http://amigo.geneontology.org/amigo/term/GO:0043620	78	4	0.03686947126747248	108.4908424908425	2.4625305794501173e-8	2.0931509925325997e-5	1958;2033;6233;7157	EGR1;EP300;RPS27A;TP53
GO:0070482	response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0070482	337	5	0.15929502329664394	31.388300127172528	1.198688344139498e-7	5.0944254625928664e-5	1958;2033;4609;6233;7157	EGR1;EP300;MYC;RPS27A;TP53
GO:1904837	beta-catenin-TCF complex assembly	http://amigo.geneontology.org/amigo/term/GO:1904837	30	3	0.014180565872104802	211.55714285714285	2.611431877408421e-7	7.399056985990526e-5	1499;2033;4609	EP300;MYC;CTNNB1
GO:0071897	DNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0071897	188	4	0.08886487946519009	45.01215805471124	8.546948688792355e-7	1.5468994165046546e-4	1499;4609;6233;7157	MYC;CTNNB1;RPS27A;TP53
GO:0010463	mesenchymal cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0010463	45	3	0.021270848808157203	141.03809523809522	9.099408332380321e-7	1.5468994165046546e-4	1499;4609;6772	STAT1;MYC;CTNNB1
GO:0048144	fibroblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0048144	84	3	0.03970558444189345	75.55612244897958	6.061917372734982e-6	8.13701608987083e-4	1499;4609;7157	MYC;CTNNB1;TP53
GO:0104004	cellular response to environmental stimulus	http://amigo.geneontology.org/amigo/term/GO:0104004	320	4	0.1512593693024512	26.444642857142856	7.114493600468563e-6	8.13701608987083e-4	1958;2033;4609;7157	EGR1;EP300;MYC;TP53
GO:0001655	urogenital system development	http://amigo.geneontology.org/amigo/term/GO:0001655	326	4	0.1540954824768722	25.95793163891323	7.65836808458431e-6	8.13701608987083e-4	1499;1958;4609;6772	STAT1;EGR1;MYC;CTNNB1
GO:0035690	cellular response to drug	http://amigo.geneontology.org/amigo/term/GO:0035690	349	4	0.16496724964548587	24.247237003683992	1.0033477852999795e-5	9.476062416722028e-4	1499;1958;4609;7157	EGR1;MYC;CTNNB1;TP53
GO:0006289	nucleotide-excision repair	http://amigo.geneontology.org/amigo/term/GO:0006289	110	3	0.051995408197717606	57.69740259740259	1.3657929869292929e-5	0.0010076934339054732	2033;6233;7157	EP300;RPS27A;TP53
