geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0033002	muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0033002	182	15	1.0939420544337137	13.71187800963082	2.1338486533295509e-13	1.8137713553301182e-10	207;1499;1786;2066;2475;2735;4086;4208;5728;6772;6774;27086;55810;147912;196528	STAT1;ARID2;STAT3;CTNNB1;FOXP1;MEF2C;SMAD1;GLI1;FOXJ2;AKT1;SIX5;DNMT1;MTOR;PTEN;ERBB4
GO:0050673	epithelial cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0050673	372	19	2.235969473897481	8.497432644678023	5.757616605706062e-13	2.4469870574250763e-10	207;367;405;1499;2099;2475;2735;3265;3280;3676;4208;4609;4831;5728;6657;6667;6772;6774;10765	STAT1;NME2;STAT3;ESR1;AR;SOX2;CTNNB1;HES1;MEF2C;MYC;HRAS;GLI1;ARNT;AKT1;SP1;KDM5B;MTOR;PTEN;ITGA4
GO:0040029	regulation of gene expression, epigenetic	http://amigo.geneontology.org/amigo/term/GO:0040029	258	14	1.5507530222192207	9.02787213657347	3.984796936862267e-10	1.1290257987776423e-7	60;1499;1786;2033;2099;4086;4152;6774;7157;7703;9612;9869;10664;53615	EP300;TP53;STAT3;ESR1;CTNNB1;SETDB1;PCGF2;CTCF;MBD3;SMAD1;MBD1;DNMT1;NCOR2;ACTB
GO:0048732	gland development	http://amigo.geneontology.org/amigo/term/GO:0048732	434	17	2.6086310528803947	6.516828043286905	6.950755526702324e-10	1.4770355494242438e-7	207;367;999;1499;2066;2099;2735;3169;3280;3845;4089;5290;5728;5970;6657;10481;10765	ESR1;AR;SOX2;CTNNB1;HES1;PIK3CA;RELA;FOXA1;GLI1;AKT1;KRAS;CDH1;SMAD4;KDM5B;PTEN;ERBB4;HOXB13
GO:0001655	urogenital system development	http://amigo.geneontology.org/amigo/term/GO:0001655	326	14	1.959478624974674	7.144757703177777	8.205626067514515e-9	1.379296362310119e-6	367;1499;2099;2735;3169;3280;4086;4089;4090;4208;4609;5728;6772;10481	STAT1;ESR1;AR;CTNNB1;HES1;MEF2C;MYC;SMAD1;FOXA1;GLI1;SMAD5;SMAD4;PTEN;HOXB13
GO:1903706	regulation of hemopoiesis	http://amigo.geneontology.org/amigo/term/GO:1903706	389	15	2.3381508745863444	6.415325958233442	9.736209616306724e-9	1.379296362310119e-6	405;1499;2033;2353;2475;3280;4208;4609;4831;5579;6772;6774;6935;27086;84524	STAT1;EP300;NME2;STAT3;CTNNB1;FOXP1;HES1;MEF2C;MYC;PRKCB;ZEB1;ARNT;ZC3H8;MTOR;FOS
GO:0016569	covalent chromatin modification	http://amigo.geneontology.org/amigo/term/GO:0016569	468	16	2.812993854258121	5.687890137328339	1.623763590252736e-8	1.9717129310211793e-6	472;1499;1786;2033;2959;4089;4152;5579;6304;7703;8202;9869;10664;10765;10782;53615	EP300;NCOA3;GTF2B;CTNNB1;SATB1;SETDB1;PCGF2;CTCF;MBD3;PRKCB;MBD1;ATM;DNMT1;ZNF274;SMAD4;KDM5B
GO:0002009	morphogenesis of an epithelium	http://amigo.geneontology.org/amigo/term/GO:0002009	480	16	2.8851219018032013	5.545692883895131	2.314825087168515e-8	2.3022905006684558e-6	367;1499;2099;2475;3169;3280;3845;4089;4208;4609;5728;5879;6772;10481;10765;27086	STAT1;ESR1;AR;CTNNB1;FOXP1;HES1;MEF2C;MYC;FOXA1;KRAS;RAC1;SMAD4;KDM5B;MTOR;PTEN;HOXB13
GO:1901652	response to peptide	http://amigo.geneontology.org/amigo/term/GO:1901652	487	16	2.9271965962044977	5.465980665851465	2.8330706891566138e-8	2.3022905006684558e-6	207;815;2475;2770;2822;3480;4831;5290;5579;5728;5970;6667;6772;6774;7157;51274	STAT1;TP53;NME2;STAT3;PIK3CA;KLF3;GPLD1;RELA;PRKCB;GNAI1;AKT1;SP1;MTOR;CAMK2A;PTEN;IGF1R
GO:0045165	cell fate commitment	http://amigo.geneontology.org/amigo/term/GO:0045165	249	12	1.4966569865604107	8.0178692297279	2.9625662367749328e-8	2.3022905006684558e-6	367;1499;2066;2475;3169;3280;4086;4089;4090;4208;6657;6774	STAT3;AR;SOX2;CTNNB1;HES1;MEF2C;SMAD1;FOXA1;SMAD5;SMAD4;MTOR;ERBB4
