geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0050673	epithelial cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0050673	372	21	2.6881880191801173	7.811953572505277	1.9828583219805296e-13	1.6854295736834501e-10	207;367;405;1499;2099;2475;2735;3265;3280;3676;4208;4609;4831;5728;5828;6091;6657;6667;6772;6774;10765	STAT1;NME2;STAT3;ESR1;AR;SOX2;CTNNB1;HES1;MEF2C;MYC;HRAS;GLI1;ARNT;AKT1;SP1;KDM5B;MTOR;PTEN;ITGA4;PEX2;ROBO1
GO:0033002	muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0033002	182	15	1.315188762071993	11.40520694259012	3.4796610037801656e-12	1.4788559266065704e-9	207;1499;1786;2066;2475;2735;4086;4208;5728;6772;6774;27086;55810;147912;196528	STAT1;ARID2;STAT3;CTNNB1;FOXP1;MEF2C;SMAD1;GLI1;FOXJ2;AKT1;SIX5;DNMT1;MTOR;PTEN;ERBB4
GO:0050769	positive regulation of neurogenesis	http://amigo.geneontology.org/amigo/term/GO:0050769	447	21	3.2301614101438507	6.501223107319827	6.760703108454891e-12	1.9155325473955522e-9	387;1499;1742;1869;2033;2475;2736;3169;3280;3675;4208;4831;5728;5789;5970;6091;6935;6938;8648;23394;60436	EP300;NME2;CTNNB1;HES1;MEF2C;RELA;ZEB1;ADNP;FOXA1;E2F1;PTPRD;TGIF2;MTOR;PTEN;DLG4;NCOA1;TCF12;ITGA3;RHOA;GLI2;ROBO1
GO:0048732	gland development	http://amigo.geneontology.org/amigo/term/GO:0048732	434	20	3.136219355710137	6.377104957147164	3.2409852579462495e-11	6.722957746063685e-9	25;207;367;999;1499;2066;2099;2735;2736;3169;3280;3845;4089;5290;5728;5970;6091;6657;10481;10765	ESR1;AR;SOX2;CTNNB1;HES1;PIK3CA;RELA;FOXA1;GLI1;AKT1;KRAS;CDH1;SMAD4;KDM5B;PTEN;ERBB4;HOXB13;ABL1;GLI2;ROBO1
GO:1903706	regulation of hemopoiesis	http://amigo.geneontology.org/amigo/term/GO:1903706	389	19	2.811035321131897	6.75907551113567	3.954681027096285e-11	6.722957746063685e-9	25;387;405;1499;2033;2353;2475;2736;3280;4208;4609;4831;5579;6772;6774;6935;6938;27086;84524	STAT1;EP300;NME2;STAT3;CTNNB1;FOXP1;HES1;MEF2C;MYC;PRKCB;ZEB1;ARNT;ZC3H8;MTOR;FOS;TCF12;ABL1;RHOA;GLI2
GO:0002009	morphogenesis of an epithelium	http://amigo.geneontology.org/amigo/term/GO:0002009	480	20	3.4686297021678936	5.765965732087228	1.9485302260591197e-10	2.7604178202504194e-8	25;367;387;1499;2099;2475;2736;3169;3280;3845;4089;4208;4609;5566;5728;5879;6772;10481;10765;27086	STAT1;ESR1;AR;CTNNB1;FOXP1;HES1;MEF2C;MYC;FOXA1;KRAS;RAC1;SMAD4;KDM5B;MTOR;PTEN;HOXB13;PRKACA;ABL1;RHOA;GLI2
GO:0001655	urogenital system development	http://amigo.geneontology.org/amigo/term/GO:0001655	326	16	2.355777672722361	6.791812396078206	1.4968282169292024e-9	1.8175771205568886e-7	367;1499;2099;2735;2736;3169;3280;3675;4086;4089;4090;4208;4609;5728;6772;10481	STAT1;ESR1;AR;CTNNB1;HES1;MEF2C;MYC;SMAD1;FOXA1;GLI1;SMAD5;SMAD4;PTEN;HOXB13;ITGA3;GLI2
GO:1901652	response to peptide	http://amigo.geneontology.org/amigo/term/GO:1901652	487	19	3.5192138853245085	5.398933005814735	1.7555773501598537e-9	1.8653009345448446e-7	207;815;1277;2475;2770;2822;3480;4831;5290;5566;5579;5728;5970;6464;6667;6772;6774;7157;51274	STAT1;TP53;NME2;STAT3;PIK3CA;KLF3;GPLD1;RELA;PRKCB;GNAI1;AKT1;SP1;MTOR;CAMK2A;PTEN;IGF1R;PRKACA;SHC1;COL1A1
GO:0048545	response to steroid hormone	http://amigo.geneontology.org/amigo/term/GO:0048545	388	17	2.8038090092523804	6.0631804605453326	2.4604418502605085e-9	2.323750636357147e-7	367;387;1277;1499;2033;2099;2353;3169;3845;5970;7376;8202;8648;8856;9612;10499;27086	EP300;NCOA3;ESR1;AR;CTNNB1;FOXP1;RELA;NR1H2;NCOA2;FOXA1;NR1I2;KRAS;NCOR2;FOS;NCOA1;RHOA;COL1A1
GO:0045165	cell fate commitment	http://amigo.geneontology.org/amigo/term/GO:0045165	249	14	1.7993516579995947	7.780580264985175	3.0420395091823593e-9	2.5857335828050054e-7	367;387;1499;2066;2475;2736;3169;3280;4086;4089;4090;4208;6657;6774	STAT3;AR;SOX2;CTNNB1;HES1;MEF2C;SMAD1;FOXA1;SMAD5;SMAD4;MTOR;ERBB4;RHOA;GLI2
