geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0001525	angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0001525	487	11	1.019585331262241	10.788699741670529	2.0324651961445284e-9	7.107139432527276e-7	25;207;387;998;1499;4854;5290;5728;6091;6772;6774	CTNNB1;RHOA;CDC42;ROBO1;STAT1;PIK3CA;NOTCH3;STAT3;ABL1;PTEN;AKT1
GO:0033002	muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0033002	182	8	0.3810359964881475	20.995391705069125	2.7672750757545828e-9	7.107139432527276e-7	207;1499;2066;4208;4854;5728;6772;6774	CTNNB1;STAT1;NOTCH3;MEF2C;STAT3;ERBB4;PTEN;AKT1
GO:0001667	ameboidal-type cell migration	http://amigo.geneontology.org/amigo/term/GO:0001667	381	10	0.7976632673735395	12.536618406570147	3.09809000675898e-9	7.107139432527276e-7	25;207;387;2066;4208;5025;5290;5728;6091;6772	RHOA;ROBO1;STAT1;PIK3CA;P2RX4;MEF2C;ERBB4;ABL1;PTEN;AKT1
GO:1903706	regulation of hemopoiesis	http://amigo.geneontology.org/amigo/term/GO:1903706	389	10	0.8144121023840076	12.278795920059705	3.7830385490877916e-9	7.107139432527276e-7	25;387;405;1499;2033;4208;6772;6774;6935;64332	CTNNB1;EP300;RHOA;STAT1;ZEB1;MEF2C;STAT3;ABL1;ARNT;NFKBIZ
GO:0090130	tissue migration	http://amigo.geneontology.org/amigo/term/GO:0090130	283	9	0.5924900384953062	15.190128804285878	4.18067025442781e-9	7.107139432527276e-7	25;207;387;4208;5025;5290;5728;6091;6772	RHOA;ROBO1;STAT1;PIK3CA;P2RX4;MEF2C;ABL1;PTEN;AKT1
GO:2000027	regulation of animal organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:2000027	207	8	0.43337610589586006	18.459716378369954	7.627766418494275e-9	1.0806002426200223e-6	25;387;998;1499;2099;5879;6091;6772	CTNNB1;RHOA;CDC42;ROBO1;STAT1;RAC1;ABL1;ESR1
GO:0048732	gland development	http://amigo.geneontology.org/amigo/term/GO:0048732	434	10	0.9086242993178902	11.005648877657201	1.0784011461595355e-8	1.1617326087232094e-6	25;207;998;1499;2066;2099;5290;5728;5970;6091	CTNNB1;CDC42;ROBO1;RELA;PIK3CA;ERBB4;ABL1;PTEN;AKT1;ESR1
GO:0046677	response to antibiotic	http://amigo.geneontology.org/amigo/term/GO:0046677	316	9	0.6615789829134869	13.603817884850958	1.0933953964453735e-8	1.1617326087232094e-6	25;387;1277;4208;5728;5970;6772;6774;7157	COL1A1;RHOA;STAT1;RELA;MEF2C;STAT3;TP53;ABL1;PTEN
GO:0042110	T cell activation	http://amigo.geneontology.org/amigo/term/GO:0042110	452	10	0.9463091780914432	10.567370825007137	1.5877023917809652e-8	1.4994967033486894e-6	25;207;387;998;1499;5290;5879;6774;6935;64332	CTNNB1;RHOA;CDC42;PIK3CA;ZEB1;RAC1;STAT3;ABL1;NFKBIZ;AKT1
GO:0002694	regulation of leukocyte activation	http://amigo.geneontology.org/amigo/term/GO:0002694	481	10	1.0070237050043898	9.93025283347864	2.863094139549105e-8	2.4336300186167392e-6	25;207;387;998;1499;4208;5290;5879;6935;64332	CTNNB1;RHOA;CDC42;PIK3CA;ZEB1;RAC1;MEF2C;ABL1;NFKBIZ;AKT1
