geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://amigo.geneontology.org/amigo/term/GO:0098742	270	11	1.6958195448098872	6.486539227399443	9.822852389262948e-7	8.349424530873506e-4	1004;2196;3684;5310;9752;22854;54798;56129;56147;57575;79633	NTNG1;PCDHA1;FAT2;PCDHA9;PCDH10;PCDHB7;ITGAM;DCHS2;CDH6;FAT4;PKD1
GO:0006352	DNA-templated transcription, initiation	http://amigo.geneontology.org/amigo/term/GO:0006352	231	9	1.4508678327817923	6.203183912861332	1.4447932947136977e-5	0.006140371502533215	2068;2099;2959;5241;5431;7157;9572;9968;55290	TP53;POLR2B;PGR;BRF2;ERCC2;NR1D1;MED12;GTF2B;ESR1
GO:0001503	ossification	http://amigo.geneontology.org/amigo/term/GO:0001503	371	10	2.3301816708313634	4.291510883111614	1.0991769399204543e-4	0.031143346631079535	659;1301;1956;2068;2737;3572;4318;6261;6657;79633	EGFR;SOX2;GLI3;BMPR2;MMP9;ERCC2;IL6ST;COL11A1;RYR1;FAT4
GO:0150076	neuroinflammatory response	http://amigo.geneontology.org/amigo/term/GO:0150076	48	4	0.30147903018842437	13.267921146953405	2.296801059520348e-4	0.0488070225148074	472;1956;3684;4318	EGFR;ATM;ITGAM;MMP9
GO:0030522	intracellular receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030522	284	8	1.7837509286148443	4.484931091927912	4.1273043625822403e-4	0.07016417416389809	2099;5241;8085;8202;9572;9745;9968;29966	NCOA3;PGR;KMT2D;NR1D1;MED12;ZNF536;STRN3;ESR1
GO:0009755	hormone-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0009755	237	7	1.4885527115553454	4.702554330565764	7.25697254391866e-4	0.08676563314043244	2099;5241;8085;8202;9572;9968;29966	NCOA3;PGR;KMT2D;NR1D1;MED12;STRN3;ESR1
GO:0016049	cell growth	http://amigo.geneontology.org/amigo/term/GO:0016049	473	10	2.9708246099817655	3.366068789924754	7.587145735338252e-4	0.08676563314043244	659;1956;3984;4133;7157;8085;8239;10611;23136;60676	TP53;EGFR;BMPR2;KMT2D;EPB41L3;LIMK1;PDLIM5;MAP2;PAPPA2;USP9X
GO:0043062	extracellular structure organization	http://amigo.geneontology.org/amigo/term/GO:0043062	400	9	2.512325251570203	3.5823387096774195	9.099155871007403e-4	0.08676563314043244	338;1278;1301;1634;2068;3339;3684;4318;4629	DCN;APOB;HSPG2;ITGAM;COL1A2;MMP9;ERCC2;MYH11;COL11A1
GO:0002764	immune response-regulating signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0002764	485	10	3.046194367528871	3.282784613679193	9.186949391339905e-4	0.08676563314043244	71;338;673;2099;3662;3684;3984;9572;9846;94025	ACTG1;IRF4;MUC16;APOB;GAB2;ITGAM;NR1D1;LIMK1;BRAF;ESR1
GO:0032355	response to estradiol	http://amigo.geneontology.org/amigo/term/GO:0032355	126	5	0.791382454244614	6.318057689025432	0.001177972788080961	0.09268600374603016	338;1956;2099;8202;29966	EGFR;NCOA3;APOB;STRN3;ESR1
